train_years,test_year,dow,dow_name,window,window_utc,entry_thresh,exit_thresh,entry_confirm_min,exit_confirm_min,timed_exit_bars,timed_exit_min,train_n,train_avg_pips,test_n,test_total_pips,test_avg_pips,oos_profitable
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,24,12:00,0.4,0.2,0,60,267,1335,864,16.702,161,1751.1,10.8764,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,24,12:00,0.4,0.2,0,60,285,1425,1025,15.7952,18,59.4,3.3,True
[2019],2020,2,Wed,25,12:30,0.4,0.2,15,0,22,110,16,6.0062,95,890.3,9.3716,True
"[2019, 2020]",2021,2,Wed,25,12:30,0.4,0.2,0,0,252,1260,137,13.535,163,1091.0,6.6933,True
"[2019, 2020, 2021]",2022,2,Wed,25,12:30,0.4,0.2,0,0,260,1300,300,9.8747,132,1108.3,8.3962,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,25,12:30,0.4,0.2,0,0,260,1300,432,9.4229,119,1388.1,11.6647,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,25,12:30,0.4,0.2,45,0,245,1225,313,10.1649,104,383.6,3.6885,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,25,12:30,0.4,0.2,0,0,254,1270,720,8.8817,171,1241.0,7.2573,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,25,12:30,0.4,0.2,0,0,254,1270,891,8.5699,9,66.5,7.3889,True
[2019],2020,2,Wed,26,13:00,0.4,0.2,40,60,213,1065,15,14.4867,96,597.9,6.2281,True
"[2019, 2020]",2021,2,Wed,26,13:00,0.4,0.2,15,30,126,630,137,11.8883,144,567.8,3.9431,True
"[2019, 2020, 2021]",2022,2,Wed,26,13:00,0.4,0.2,0,30,130,650,347,8.9689,156,906.5,5.8109,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,26,13:00,0.4,0.2,0,35,297,1485,503,8.3483,157,1548.6,9.8637,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,26,13:00,0.4,0.2,0,35,167,835,660,8.7767,138,851.7,6.1717,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,26,13:00,0.4,0.2,0,35,291,1455,798,8.4967,184,1624.0,8.8261,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,26,13:00,0.4,0.2,0,35,167,835,982,8.5722,14,-77.0,-5.5,False
[2019],2020,2,Wed,27,13:30,0.4,0.2,0,25,171,855,16,6.1375,132,613.5,4.6477,True
"[2019, 2020]",2021,2,Wed,27,13:30,0.4,0.2,20,30,256,1280,105,6.9914,113,294.7,2.608,True
"[2019, 2020, 2021]",2022,2,Wed,27,13:30,0.4,0.2,0,0,262,1310,287,6.9244,160,2009.9,12.5619,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,27,13:30,0.4,0.2,0,0,337,1685,447,8.9872,145,992.8,6.8469,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,27,13:30,0.4,0.2,0,0,337,1685,592,8.463,128,408.6,3.1922,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,27,13:30,0.4,0.2,0,0,337,1685,720,7.526,156,776.8,4.9795,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,27,13:30,0.4,0.2,0,0,337,1685,876,7.0725,13,148.6,11.4308,True
[2019],2020,2,Wed,28,14:00,0.4,0.2,5,45,151,755,28,14.3857,120,-55.2,-0.46,False
"[2019, 2020]",2021,2,Wed,28,14:00,0.4,0.2,0,0,48,240,151,7.6245,131,1030.4,7.8656,True
"[2019, 2020, 2021]",2022,2,Wed,28,14:00,0.4,0.2,0,0,299,1495,282,9.4787,140,1733.1,12.3793,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,28,14:00,0.4,0.2,0,0,308,1540,422,10.4654,148,1287.4,8.6986,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,28,14:00,0.4,0.2,0,0,308,1540,570,10.0067,152,1768.2,11.6329,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,28,14:00,0.4,0.2,0,0,308,1540,722,10.349,135,1823.4,13.5067,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,28,14:00,0.4,0.2,0,0,299,1495,857,10.8604,19,246.2,12.9579,True
"[2019, 2020]",2021,2,Wed,29,14:30,0.4,0.2,50,60,256,1280,76,6.2711,68,231.9,3.4103,True
"[2019, 2020, 2021]",2022,2,Wed,29,14:30,0.4,0.2,0,0,306,1530,236,7.6602,150,1345.5,8.97,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,29,14:30,0.4,0.2,0,0,308,1540,386,8.178,115,441.6,3.84,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,29,14:30,0.4,0.2,0,0,308,1540,501,7.1822,121,1173.5,9.6983,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,29,14:30,0.4,0.2,0,0,308,1540,622,7.6717,144,959.4,6.6625,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,29,14:30,0.4,0.2,0,0,308,1540,766,7.482,16,256.6,16.0375,True
"[2019, 2020]",2021,2,Wed,30,15:00,0.4,0.2,0,0,349,1745,116,11.8155,112,762.8,6.8107,True
"[2019, 2020, 2021]",2022,2,Wed,30,15:00,0.4,0.2,0,0,349,1745,228,9.357,141,1781.5,12.6348,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,30,15:00,0.4,0.2,0,0,349,1745,369,10.6095,109,1274.6,11.6936,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,30,15:00,0.4,0.2,0,0,349,1745,478,10.8567,140,2023.9,14.4564,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,30,15:00,0.4,0.2,0,0,349,1745,618,11.6722,143,892.9,6.2441,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,30,15:00,0.4,0.2,0,0,349,1745,761,10.6522,15,178.6,11.9067,True
[2019],2020,2,Wed,31,15:30,0.4,0.2,15,0,192,960,15,19.1933,74,659.5,8.9122,True
"[2019, 2020]",2021,2,Wed,31,15:30,0.4,0.2,45,0,423,2115,68,15.9603,57,72.9,1.2789,True
"[2019, 2020, 2021]",2022,2,Wed,31,15:30,0.4,0.2,0,0,432,2160,208,9.563,109,565.0,5.1835,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,31,15:30,0.4,0.2,0,0,432,2160,317,8.0571,113,743.2,6.577,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,31,15:30,0.4,0.2,0,0,432,2160,430,7.6681,77,171.5,2.2273,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,31,15:30,0.4,0.2,0,0,432,2160,507,6.8418,103,378.2,3.6718,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,31,15:30,0.4,0.2,0,0,432,2160,610,6.3066,8,2.6,0.325,True
[2019],2020,2,Wed,32,16:00,0.4,0.2,0,30,59,295,20,6.38,138,1177.6,8.5333,True
"[2019, 2020]",2021,2,Wed,32,16:00,0.4,0.2,0,35,42,210,158,10.9475,105,748.0,7.1238,True
"[2019, 2020, 2021]",2022,2,Wed,32,16:00,0.4,0.2,0,35,49,245,263,9.7392,157,1356.3,8.6389,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,32,16:00,0.4,0.2,0,0,290,1450,420,12.9583,132,1212.9,9.1886,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,32,16:00,0.4,0.2,0,0,290,1450,552,12.0569,120,924.7,7.7058,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,32,16:00,0.4,0.2,0,0,290,1450,672,11.2799,124,1888.8,15.2323,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,32,16:00,0.4,0.2,0,60,290,1450,796,12.4673,10,-18.5,-1.85,False
[2019],2020,2,Wed,33,16:30,0.4,0.2,0,0,135,675,19,3.0158,77,502.0,6.5195,True
"[2019, 2020]",2021,2,Wed,33,16:30,0.4,0.2,0,5,335,1675,96,6.8823,86,99.6,1.1581,True
"[2019, 2020, 2021]",2022,2,Wed,33,16:30,0.4,0.2,0,5,335,1675,182,4.1775,91,376.1,4.133,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,33,16:30,0.4,0.2,0,60,556,2780,273,4.6835,94,-85.4,-0.9085,False
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,33,16:30,0.4,0.2,0,60,32,160,367,3.5501,80,-93.8,-1.1725,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,33,16:30,0.4,0.2,0,60,47,235,447,3.4738,97,281.8,2.9052,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,33,16:30,0.4,0.2,0,0,232,1160,544,4.4564,8,14.7,1.8375,True
"[2019, 2020]",2021,2,Wed,34,17:00,0.4,0.2,0,15,108,540,107,4.4682,96,526.0,5.4792,True
"[2019, 2020, 2021]",2022,2,Wed,34,17:00,0.4,0.2,5,60,37,185,194,5.8485,112,362.9,3.2402,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,34,17:00,0.4,0.2,0,20,249,1245,322,5.5236,110,168.5,1.5318,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,34,17:00,0.4,0.2,0,20,249,1245,432,4.5072,109,431.1,3.955,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,34,17:00,0.4,0.2,0,20,249,1245,541,4.3959,129,772.3,5.9868,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,34,17:00,0.4,0.2,0,0,38,190,670,5.1936,14,44.9,3.2071,True
"[2019, 2020]",2021,2,Wed,35,17:30,0.4,0.2,0,60,237,1185,90,4.28,112,-312.2,-2.7875,False
"[2019, 2020, 2021]",2022,2,Wed,35,17:30,0.4,0.2,30,60,231,1155,116,3.675,55,-461.7,-8.3945,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,35,17:30,0.4,0.2,15,0,240,1200,227,0.9414,58,138.8,2.3931,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,35,17:30,0.4,0.2,15,0,240,1200,285,1.2368,61,-20.4,-0.3344,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,35,17:30,0.4,0.2,20,15,161,805,319,1.5119,75,-132.1,-1.7613,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,35,17:30,0.4,0.2,15,60,464,2320,424,1.6575,10,194.9,19.49,True
"[2019, 2020]",2021,2,Wed,36,18:00,0.4,0.2,0,10,89,445,116,5.4422,130,366.8,2.8215,True
"[2019, 2020, 2021]",2022,2,Wed,36,18:00,0.4,0.2,0,0,269,1345,246,5.0484,139,298.5,2.1475,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,36,18:00,0.4,0.2,0,0,269,1345,385,4.001,135,847.1,6.2748,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,36,18:00,0.4,0.2,0,0,269,1345,520,4.5913,116,258.4,2.2276,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,36,18:00,0.4,0.2,0,0,179,895,636,4.2102,121,760.0,6.281,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,36,18:00,0.4,0.2,0,0,179,895,757,4.5412,11,179.7,16.3364,True
"[2019, 2020]",2021,2,Wed,37,18:30,0.4,0.2,0,60,362,1810,110,5.5527,103,383.1,3.7194,True
"[2019, 2020, 2021]",2022,2,Wed,37,18:30,0.4,0.2,35,30,364,1820,125,6.2424,94,896.8,9.5404,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,37,18:30,0.4,0.2,30,0,356,1780,233,9.0086,87,81.1,0.9322,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,37,18:30,0.4,0.2,0,0,362,1810,492,7.7289,104,667.8,6.4212,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,37,18:30,0.4,0.2,0,0,362,1810,596,7.5007,100,382.4,3.824,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,37,18:30,0.4,0.2,0,0,352,1760,696,6.9822,10,-10.5,-1.05,False
[2019],2020,2,Wed,38,19:00,0.4,0.2,5,60,258,1290,20,16.57,120,240.6,2.005,True
"[2019, 2020]",2021,2,Wed,38,19:00,0.4,0.2,5,60,350,1750,140,4.405,119,426.7,3.5857,True
"[2019, 2020, 2021]",2022,2,Wed,38,19:00,0.4,0.2,5,40,168,840,259,4.6815,121,607.7,5.0223,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,38,19:00,0.4,0.2,0,0,169,845,400,5.6542,121,1063.1,8.786,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,38,19:00,0.4,0.2,0,0,271,1355,521,6.4107,116,1286.6,11.0914,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,38,19:00,0.4,0.2,0,0,271,1355,637,7.2631,102,97.5,0.9559,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,38,19:00,0.4,0.2,0,0,271,1355,739,6.3926,19,194.3,10.2263,True
"[2019, 2020]",2021,2,Wed,39,19:30,0.4,0.2,60,45,339,1695,46,22.2935,53,-326.7,-6.1642,False
"[2019, 2020, 2021]",2022,2,Wed,39,19:30,0.4,0.2,60,0,339,1695,99,8.1273,44,-151.0,-3.4318,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,39,19:30,0.4,0.2,60,0,339,1695,143,4.5706,56,84.4,1.5071,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,39,19:30,0.4,0.2,0,0,351,1755,412,4.5743,96,618.2,6.4396,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,39,19:30,0.4,0.2,0,0,350,1750,508,4.9313,89,411.4,4.6225,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,39,19:30,0.4,0.2,0,0,350,1750,597,4.8853,11,159.5,14.5,True
[2019],2020,2,Wed,40,20:00,0.4,0.2,60,60,22,110,15,2.6133,75,-468.7,-6.2493,False
"[2019, 2020]",2021,2,Wed,40,20:00,0.4,0.2,0,60,278,1390,148,3.875,109,110.3,1.0119,True
"[2019, 2020, 2021]",2022,2,Wed,40,20:00,0.4,0.2,0,60,45,225,257,2.8907,130,86.2,0.6631,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,40,20:00,0.4,0.2,0,60,138,690,387,3.4292,118,973.2,8.2475,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,40,20:00,0.4,0.2,0,60,138,690,505,4.555,99,496.9,5.0192,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,40,20:00,0.4,0.2,0,60,138,690,604,4.6311,121,543.0,4.4876,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,40,20:00,0.4,0.2,0,60,143,715,725,4.6459,12,-46.8,-3.9,False
"[2019, 2020]",2021,2,Wed,41,20:30,0.4,0.2,0,55,240,1200,106,8.0642,100,-259.9,-2.599,False
"[2019, 2020, 2021]",2022,2,Wed,41,20:30,0.4,0.2,0,55,240,1200,206,2.8879,102,-178.3,-1.748,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,41,20:30,0.4,0.2,0,55,240,1200,308,1.3526,73,-119.9,-1.6425,False
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,41,20:30,0.4,0.2,0,55,233,1165,381,0.7793,84,253.1,3.0131,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,41,20:30,0.4,0.2,0,60,177,885,465,1.7252,98,903.7,9.2214,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,41,20:30,0.4,0.2,0,40,167,835,563,3.054,7,-59.7,-8.5286,False
"[2019, 2020]",2021,2,Wed,42,21:00,0.4,0.2,60,25,167,835,49,1.6898,27,-82.0,-3.037,False
"[2019, 2020, 2021]",2022,2,Wed,42,21:00,0.4,0.2,60,60,553,2765,76,2.0026,40,-162.6,-4.065,False
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,42,21:00,0.4,0.2,60,60,553,2765,154,1.7786,44,-85.7,-1.9477,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,42,21:00,0.4,0.2,60,60,553,2765,198,0.9505,46,-469.8,-10.213,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,42,21:00,0.4,0.2,60,0,553,2765,244,0.1254,6,-79.5,-13.25,False
"[2019, 2020]",2021,2,Wed,43,21:30,0.4,0.2,55,0,44,220,34,4.5059,29,-54.4,-1.8759,False
"[2019, 2020, 2021]",2022,2,Wed,43,21:30,0.4,0.2,60,0,29,145,60,2.1117,30,-113.8,-3.7933,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,43,21:30,0.4,0.2,60,60,25,125,90,1.0133,32,-154.8,-4.8375,False
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,43,21:30,0.4,0.2,60,60,23,115,122,0.4082,41,-115.6,-2.8195,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,43,21:30,0.4,0.2,60,0,112,560,210,1.0595,6,-42.4,-7.0667,False
[2019],2020,2,Wed,44,22:00,0.4,0.2,50,60,214,1070,17,16.1882,100,1213.5,12.135,True
"[2019, 2020]",2021,2,Wed,44,22:00,0.4,0.2,40,60,203,1015,121,14.3603,75,-41.6,-0.5547,False
"[2019, 2020, 2021]",2022,2,Wed,44,22:00,0.4,0.2,60,55,202,1010,151,9.1192,66,-462.5,-7.0076,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,44,22:00,0.4,0.2,50,15,203,1015,260,5.0396,76,354.2,4.6605,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,44,22:00,0.4,0.2,60,15,202,1010,283,5.0131,75,416.8,5.5573,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,44,22:00,0.4,0.2,60,15,202,1010,358,5.1271,82,221.1,2.6963,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,44,22:00,0.4,0.2,60,15,174,870,440,4.6966,5,-45.3,-9.06,False
[2019],2020,2,Wed,45,22:30,0.4,0.2,15,50,34,170,18,2.2944,91,-131.2,-1.4418,False
"[2019, 2020]",2021,2,Wed,45,22:30,0.4,0.2,40,0,183,915,74,3.3459,61,-55.3,-0.9066,False
"[2019, 2020, 2021]",2022,2,Wed,45,22:30,0.4,0.2,40,0,183,915,135,1.4244,76,-29.5,-0.3882,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,45,22:30,0.4,0.2,30,0,184,920,228,0.9592,83,692.4,8.3422,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,45,22:30,0.4,0.2,50,0,490,2450,260,3.6454,50,236.9,4.738,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,45,22:30,0.4,0.2,55,0,489,2445,299,3.9161,53,219.1,4.134,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,45,22:30,0.4,0.2,55,0,489,2445,352,3.9489,9,-12.2,-1.3556,False
[2019],2020,2,Wed,46,23:00,0.4,0.2,0,15,208,1040,34,5.9353,162,327.8,2.0235,True
"[2019, 2020]",2021,2,Wed,46,23:00,0.4,0.2,60,60,158,790,91,7.267,78,-335.1,-4.2962,False
"[2019, 2020, 2021]",2022,2,Wed,46,23:00,0.4,0.2,60,0,440,2200,169,4.5225,94,892.8,9.4979,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,46,23:00,0.4,0.2,60,0,399,1995,263,6.3852,63,817.5,12.9762,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,46,23:00,0.4,0.2,60,0,483,2415,326,7.8748,52,254.4,4.8923,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,46,23:00,0.4,0.2,60,0,483,2415,378,7.4646,82,318.9,3.889,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,46,23:00,0.4,0.2,60,0,483,2415,460,6.8272,4,-1.7,-0.425,False
"[2019, 2020]",2021,2,Wed,47,23:30,0.4,0.2,35,0,77,385,67,3.3821,65,131.1,2.0169,True
"[2019, 2020, 2021]",2022,2,Wed,47,23:30,0.4,0.2,30,0,180,900,138,4.5457,70,101.0,1.4429,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,47,23:30,0.4,0.2,30,0,180,900,208,3.5014,47,1008.9,21.466,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,47,23:30,0.4,0.2,35,0,175,875,244,7.0754,46,163.2,3.5478,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,47,23:30,0.4,0.2,35,0,175,875,290,6.5159,70,62.7,0.8957,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,47,23:30,0.4,0.2,55,0,171,855,314,5.664,4,29.9,7.475,True
[2019],2020,3,Thu,0,00:00,0.4,0.2,5,60,197,985,25,25.724,182,547.1,3.006,True
"[2019, 2020]",2021,3,Thu,0,00:00,0.4,0.2,0,30,36,180,213,9.031,171,170.4,0.9965,True
"[2019, 2020, 2021]",2022,3,Thu,0,00:00,0.4,0.2,0,30,186,930,384,5.8484,192,1221.5,6.362,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,0,00:00,0.4,0.2,0,0,225,1125,576,6.422,207,2080.6,10.0512,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,0,00:00,0.4,0.2,0,0,200,1000,783,7.4006,181,1512.2,8.3547,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,0,00:00,0.4,0.2,0,0,200,1000,964,7.5798,180,1402.3,7.7906,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,0,00:00,0.4,0.2,0,0,200,1000,1144,7.6129,17,126.6,7.4471,True
[2019],2020,3,Thu,1,00:30,0.4,0.2,10,30,257,1285,18,13.5167,97,314.9,3.2464,True
"[2019, 2020]",2021,3,Thu,1,00:30,0.4,0.2,15,60,187,935,106,6.5792,86,-249.2,-2.8977,False
"[2019, 2020, 2021]",2022,3,Thu,1,00:30,0.4,0.2,50,30,150,750,133,3.906,92,265.3,2.8837,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,1,00:30,0.4,0.2,60,0,91,455,214,6.6252,88,-32.6,-0.3705,False
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,1,00:30,0.4,0.2,0,0,167,835,568,5.653,145,1070.5,7.3828,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,1,00:30,0.4,0.2,0,0,183,915,713,6.1464,149,-48.6,-0.3262,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,1,00:30,0.4,0.2,0,0,183,915,862,5.0276,12,175.9,14.6583,True
"[2019, 2020]",2021,3,Thu,2,01:00,0.4,0.2,55,0,388,1940,75,11.5373,76,-117.8,-1.55,False
"[2019, 2020, 2021]",2022,3,Thu,2,01:00,0.4,0.2,60,0,387,1935,143,5.0049,80,-123.6,-1.545,False
"[2019, 2020, 2021, 2022]",2023,3,Thu,2,01:00,0.4,0.2,0,0,399,1995,403,4.8893,107,574.8,5.372,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,2,01:00,0.4,0.2,0,0,399,1995,510,4.9906,143,943.3,6.5965,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,2,01:00,0.4,0.2,0,0,399,1995,653,5.3423,138,887.3,6.4297,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,2,01:00,0.4,0.2,0,0,399,1995,791,5.532,27,105.8,3.9185,True
"[2019, 2020]",2021,3,Thu,3,01:30,0.4,0.2,55,60,267,1335,81,5.8914,54,593.5,10.9907,True
"[2019, 2020, 2021]",2022,3,Thu,3,01:30,0.4,0.2,60,60,266,1330,130,8.1946,76,113.5,1.4934,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,3,01:30,0.4,0.2,60,5,186,930,206,7.7277,71,180.0,2.5352,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,3,01:30,0.4,0.2,55,0,187,935,285,6.5109,57,247.8,4.3474,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,3,01:30,0.4,0.2,35,0,190,950,385,6.399,79,254.3,3.219,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,3,01:30,0.4,0.2,60,0,185,925,390,6.2151,9,89.5,9.9444,True
[2019],2020,3,Thu,4,02:00,0.4,0.2,5,30,202,1010,15,7.4333,114,342.5,3.0044,True
"[2019, 2020]",2021,3,Thu,4,02:00,0.4,0.2,0,50,167,835,136,5.1456,132,554.3,4.1992,True
"[2019, 2020, 2021]",2022,3,Thu,4,02:00,0.4,0.2,0,50,167,835,268,4.6795,134,969.3,7.2336,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,4,02:00,0.4,0.2,0,60,164,820,402,5.9719,104,748.9,7.201,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,4,02:00,0.4,0.2,0,60,164,820,506,6.2245,138,-23.1,-0.1674,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,4,02:00,0.4,0.2,0,60,164,820,644,4.8548,130,640.3,4.9254,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,4,02:00,0.4,0.2,0,0,428,2140,774,5.4879,22,617.4,28.0636,True
"[2019, 2020]",2021,3,Thu,5,02:30,0.4,0.2,45,0,149,745,79,9.5481,50,-15.3,-0.306,False
"[2019, 2020, 2021]",2022,3,Thu,5,02:30,0.4,0.2,45,0,149,745,129,5.7287,72,181.4,2.5194,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,5,02:30,0.4,0.2,60,0,146,730,189,4.8614,46,86.2,1.8739,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,5,02:30,0.4,0.2,0,0,158,790,457,4.2829,109,879.6,8.0697,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,5,02:30,0.4,0.2,60,0,146,730,280,6.3004,36,188.8,5.2444,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,5,02:30,0.4,0.2,40,60,150,750,374,6.5131,7,-35.6,-5.0857,False
"[2019, 2020]",2021,3,Thu,6,03:00,0.4,0.2,0,0,292,1460,139,4.1,127,552.4,4.3496,True
"[2019, 2020, 2021]",2022,3,Thu,6,03:00,0.4,0.2,0,0,292,1460,266,4.2192,128,829.7,6.482,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,6,03:00,0.4,0.2,0,0,370,1850,394,5.1853,89,612.8,6.8854,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,6,03:00,0.4,0.2,0,0,370,1850,483,5.4986,114,690.7,6.0588,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,6,03:00,0.4,0.2,0,0,370,1850,597,5.6055,148,1790.0,12.0946,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,6,03:00,0.4,0.2,0,0,370,1850,745,6.8946,12,83.4,6.95,True
"[2019, 2020]",2021,3,Thu,7,03:30,0.4,0.2,60,35,21,105,42,1.6048,52,-64.7,-1.2442,False
