train_years,test_year,dow,dow_name,window,window_utc,entry_thresh,exit_thresh,entry_confirm_min,exit_confirm_min,timed_exit_bars,timed_exit_min,train_n,train_avg_pips,test_n,test_total_pips,test_avg_pips,oos_profitable
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,28,14:00,0.4,0.2,0,0,298,1490,728,7.1078,167,1377.1,8.2461,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,28,14:00,0.4,0.2,0,0,298,1490,895,7.3202,15,282.2,18.8133,True
[2019],2020,0,Mon,29,14:30,0.4,0.2,20,25,13,65,16,7.4625,94,44.0,0.4681,True
"[2019, 2020]",2021,0,Mon,29,14:30,0.4,0.2,0,0,116,580,149,6.1987,155,713.4,4.6026,True
"[2019, 2020, 2021]",2022,0,Mon,29,14:30,0.4,0.2,0,0,299,1495,304,6.5431,115,1022.9,8.8948,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,29,14:30,0.4,0.2,0,0,299,1495,419,7.1885,122,693.9,5.6877,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,29,14:30,0.4,0.2,0,0,299,1495,541,6.8501,129,583.3,4.5217,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,29,14:30,0.4,0.2,0,0,299,1495,670,6.4018,114,974.4,8.5474,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,29,14:30,0.4,0.2,0,0,299,1495,784,6.7138,13,124.3,9.5615,True
[2019],2020,0,Mon,30,15:00,0.4,0.2,0,35,48,240,26,6.9615,137,629.5,4.5949,True
"[2019, 2020]",2021,0,Mon,30,15:00,0.4,0.2,0,0,311,1555,163,6.2859,117,470.6,4.0222,True
"[2019, 2020, 2021]",2022,0,Mon,30,15:00,0.4,0.2,0,25,305,1525,280,5.4561,126,673.8,5.3476,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,30,15:00,0.4,0.2,0,0,311,1555,406,6.086,137,664.2,4.8482,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,30,15:00,0.4,0.2,0,0,311,1555,543,5.7737,107,375.0,3.5047,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,30,15:00,0.4,0.2,0,0,294,1470,650,5.4086,124,695.1,5.6056,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,30,15:00,0.4,0.2,0,0,294,1470,774,5.4402,8,6.2,0.775,True
[2019],2020,0,Mon,31,15:30,0.4,0.2,0,0,4,20,29,1.6621,128,459.2,3.5875,True
"[2019, 2020]",2021,0,Mon,31,15:30,0.4,0.2,0,20,97,485,157,5.328,110,77.2,0.7018,True
"[2019, 2020, 2021]",2022,0,Mon,31,15:30,0.4,0.2,0,0,269,1345,267,4.0157,111,1183.6,10.6631,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,31,15:30,0.4,0.2,0,0,570,2850,378,6.7172,113,389.7,3.4487,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,31,15:30,0.4,0.2,0,0,570,2850,491,5.965,110,396.8,3.6073,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,31,15:30,0.4,0.2,0,0,570,2850,601,5.5334,104,529.6,5.0923,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,31,15:30,0.4,0.2,0,0,570,2850,705,5.4684,8,-23.4,-2.925,False
[2019],2020,0,Mon,32,16:00,0.4,0.2,0,5,40,200,20,2.46,142,1169.9,8.2387,True
"[2019, 2020]",2021,0,Mon,32,16:00,0.4,0.2,0,60,55,275,162,10.0778,122,530.4,4.3475,True
"[2019, 2020, 2021]",2022,0,Mon,32,16:00,0.4,0.2,0,30,218,1090,284,8.2162,101,726.2,7.1901,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,32,16:00,0.4,0.2,0,30,217,1085,385,7.9639,123,860.4,6.9951,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,32,16:00,0.4,0.2,0,30,218,1090,508,7.7441,123,658.2,5.3512,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,32,16:00,0.4,0.2,0,30,218,1090,631,7.2777,145,486.4,3.3545,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,32,16:00,0.4,0.2,0,30,218,1090,776,6.5446,9,-31.2,-3.4667,False
[2019],2020,0,Mon,33,16:30,0.4,0.2,5,30,35,175,19,0.6158,74,-37.5,-0.5068,False
"[2019, 2020]",2021,0,Mon,33,16:30,0.4,0.2,40,60,197,985,49,4.8918,55,92.7,1.6855,True
"[2019, 2020, 2021]",2022,0,Mon,33,16:30,0.4,0.2,50,60,225,1125,91,3.7308,50,146.5,2.93,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,33,16:30,0.4,0.2,0,60,205,1025,279,4.0412,80,-410.3,-5.1287,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,33,16:30,0.4,0.2,0,0,388,1940,359,2.5574,85,-40.8,-0.48,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,33,16:30,0.4,0.2,0,0,388,1940,444,1.9759,82,359.9,4.389,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,33,16:30,0.4,0.2,0,0,388,1940,526,2.3521,6,28.7,4.7833,True
[2019],2020,0,Mon,34,17:00,0.4,0.2,15,55,93,465,26,2.9115,99,426.7,4.3101,True
"[2019, 2020]",2021,0,Mon,34,17:00,0.4,0.2,15,55,236,1180,125,9.7112,94,-273.9,-2.9138,False
"[2019, 2020, 2021]",2022,0,Mon,34,17:00,0.4,0.2,0,60,235,1175,248,4.9621,102,451.2,4.4235,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,34,17:00,0.4,0.2,0,55,239,1195,350,4.8883,104,38.3,0.3683,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,34,17:00,0.4,0.2,0,60,235,1175,454,4.0108,86,-34.5,-0.4012,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,34,17:00,0.4,0.2,0,60,239,1195,540,3.3257,93,98.3,1.057,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,34,17:00,0.4,0.2,0,60,239,1195,633,2.9924,10,-22.0,-2.2,False
[2019],2020,0,Mon,35,17:30,0.4,0.2,5,10,34,170,18,0.9889,104,-21.7,-0.2087,False
"[2019, 2020]",2021,0,Mon,35,17:30,0.4,0.2,0,35,441,2205,126,2.8556,84,-88.9,-1.0583,False
"[2019, 2020, 2021]",2022,0,Mon,35,17:30,0.4,0.2,0,0,25,125,210,1.3714,91,190.3,2.0912,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,35,17:30,0.4,0.2,0,0,30,150,301,1.8176,94,201.3,2.1415,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,35,17:30,0.4,0.2,0,0,30,150,395,1.8947,106,145.4,1.3717,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,35,17:30,0.4,0.2,0,0,25,125,501,1.8393,96,24.6,0.2563,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,35,17:30,0.4,0.2,0,0,29,145,597,1.6471,7,-22.3,-3.1857,False
[2019],2020,0,Mon,36,18:00,0.4,0.2,0,25,89,445,28,4.1071,107,281.2,2.628,True
"[2019, 2020]",2021,0,Mon,36,18:00,0.4,0.2,0,15,213,1065,135,7.3348,112,-149.0,-1.3304,False
"[2019, 2020, 2021]",2022,0,Mon,36,18:00,0.4,0.2,0,5,213,1065,247,3.5543,101,468.0,4.6337,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,36,18:00,0.4,0.2,0,0,213,1065,348,4.1853,124,238.0,1.9194,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,36,18:00,0.4,0.2,0,0,213,1065,472,3.59,95,117.5,1.2368,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,36,18:00,0.4,0.2,0,0,213,1065,567,3.1958,103,397.2,3.8563,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,36,18:00,0.4,0.2,0,0,213,1065,670,3.2973,4,-36.7,-9.175,False
"[2019, 2020]",2021,0,Mon,37,18:30,0.4,0.2,35,35,16,80,59,1.9746,66,-160.8,-2.4364,False
"[2019, 2020, 2021, 2022]",2023,0,Mon,37,18:30,0.4,0.2,0,0,189,945,308,0.6675,78,-39.3,-0.5038,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,37,18:30,0.4,0.2,0,0,189,945,386,0.4308,98,-27.7,-0.2827,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,37,18:30,0.4,0.2,0,0,187,935,484,0.2872,96,205.1,2.1365,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,37,18:30,0.4,0.2,0,0,189,945,580,0.5948,10,1.1,0.11,True
[2019],2020,0,Mon,38,19:00,0.4,0.2,0,0,81,405,33,0.8,118,324.6,2.7508,True
"[2019, 2020]",2021,0,Mon,38,19:00,0.4,0.2,0,0,15,75,151,3.1199,147,-152.2,-1.0354,False
"[2019, 2020, 2021]",2022,0,Mon,38,19:00,0.4,0.2,0,0,15,75,298,1.0701,89,128.9,1.4483,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,38,19:00,0.4,0.2,0,0,15,75,387,1.1571,100,-7.2,-0.072,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,38,19:00,0.4,0.2,0,0,15,75,487,0.9047,111,63.1,0.5685,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,38,19:00,0.4,0.2,0,0,15,75,598,0.8423,98,66.0,0.6735,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,38,19:00,0.4,0.2,0,0,16,80,696,0.8264,10,6.4,0.64,True
[2019],2020,0,Mon,39,19:30,0.4,0.2,0,60,75,375,17,3.0588,98,202.5,2.0663,True
"[2019, 2020]",2021,0,Mon,39,19:30,0.4,0.2,35,60,146,730,60,9.1117,61,145.3,2.382,True
"[2019, 2020, 2021]",2022,0,Mon,39,19:30,0.4,0.2,50,60,143,715,110,5.86,42,156.4,3.7238,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,39,19:30,0.4,0.2,50,60,143,715,152,5.2697,36,-269.4,-7.4833,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,39,19:30,0.4,0.2,50,30,226,1130,188,3.0888,42,-24.5,-0.5833,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,39,19:30,0.4,0.2,50,30,226,1130,230,2.4183,59,75.1,1.2729,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,39,19:30,0.4,0.2,50,30,226,1130,289,2.1844,5,-18.9,-3.78,False
[2019],2020,0,Mon,40,20:00,0.4,0.2,5,30,210,1050,16,7.9625,136,148.3,1.0904,True
"[2019, 2020]",2021,0,Mon,40,20:00,0.4,0.2,0,60,411,2055,156,5.1135,123,192.0,1.561,True
"[2019, 2020, 2021]",2022,0,Mon,40,20:00,0.4,0.2,0,60,411,2055,279,3.5473,117,6.3,0.0538,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,40,20:00,0.4,0.2,0,50,416,2080,396,2.8129,156,195.5,1.2532,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,40,20:00,0.4,0.2,0,50,411,2055,552,2.3813,122,1376.3,11.2811,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,40,20:00,0.4,0.2,0,60,498,2490,674,4.2555,126,810.4,6.4317,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,40,20:00,0.4,0.2,0,60,498,2490,800,4.5982,10,8.3,0.83,True
[2019],2020,0,Mon,41,20:30,0.4,0.2,25,30,50,250,16,4.2313,68,-371.4,-5.4618,False
"[2019, 2020]",2021,0,Mon,41,20:30,0.4,0.2,60,60,147,735,56,4.0929,52,-233.1,-4.4827,False
"[2019, 2020, 2021, 2022]",2023,0,Mon,41,20:30,0.4,0.2,50,60,178,890,154,1.8695,44,-233.3,-5.3023,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,41,20:30,0.4,0.2,50,60,135,675,198,0.2818,56,-133.1,-2.3768,False
[2019],2020,0,Mon,42,21:00,0.4,0.2,25,30,22,110,16,9.0125,76,-568.4,-7.4789,False
"[2019, 2020]",2021,0,Mon,42,21:00,0.4,0.2,60,5,149,745,57,3.4211,41,-166.8,-4.0683,False
"[2019, 2020, 2021]",2022,0,Mon,42,21:00,0.4,0.2,60,0,149,745,98,0.5837,44,37.7,0.8568,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,42,21:00,0.4,0.2,60,0,171,855,142,0.6852,45,-54.9,-1.22,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,42,21:00,0.4,0.2,60,0,168,840,187,0.2422,21,-100.1,-4.7667,False
[2019],2020,0,Mon,43,21:30,0.4,0.2,0,60,47,235,28,1.7857,138,-698.1,-5.0587,False
"[2019, 2020]",2021,0,Mon,43,21:30,0.4,0.2,55,5,21,105,56,0.0339,67,-298.2,-4.4507,False
"[2019, 2020, 2021, 2022]",2023,0,Mon,43,21:30,0.4,0.2,60,0,163,815,157,1.8541,48,105.7,2.2021,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,43,21:30,0.4,0.2,60,0,163,815,205,1.9356,44,-192.5,-4.375,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,43,21:30,0.4,0.2,60,0,163,815,249,0.8205,42,76.8,1.8286,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,43,21:30,0.4,0.2,60,0,163,815,291,0.966,4,-20.0,-5.0,False
"[2019, 2020]",2021,0,Mon,44,22:00,0.4,0.2,60,60,416,2080,97,8.2278,104,6.7,0.0644,True
"[2019, 2020, 2021]",2022,0,Mon,44,22:00,0.4,0.2,60,0,156,780,201,4.4567,73,90.8,1.2438,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,44,22:00,0.4,0.2,60,0,156,780,274,3.6007,69,-142.2,-2.0609,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,44,22:00,0.4,0.2,60,0,156,780,343,2.4618,99,-16.7,-0.1687,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,44,22:00,0.4,0.2,60,0,109,545,442,1.9016,111,-113.4,-1.0216,False
[2019],2020,0,Mon,45,22:30,0.4,0.2,20,15,20,100,19,0.6368,87,-87.3,-1.0034,False
"[2019, 2020]",2021,0,Mon,45,22:30,0.4,0.2,60,0,214,1070,78,5.5769,66,195.5,2.9621,True
"[2019, 2020, 2021]",2022,0,Mon,45,22:30,0.4,0.2,60,0,214,1070,144,4.3785,45,174.1,3.8689,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,45,22:30,0.4,0.2,60,0,289,1445,189,4.3979,60,-22.5,-0.375,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,45,22:30,0.4,0.2,60,0,289,1445,249,3.2478,74,-97.3,-1.3149,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,45,22:30,0.4,0.2,55,0,234,1170,337,2.4033,53,92.9,1.7528,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,45,22:30,0.4,0.2,55,0,234,1170,390,2.3149,5,6.3,1.26,True
[2019],2020,0,Mon,46,23:00,0.4,0.2,0,30,207,1035,34,3.9059,173,1142.9,6.6064,True
"[2019, 2020]",2021,0,Mon,46,23:00,0.4,0.2,55,0,369,1845,128,6.9414,79,409.6,5.1848,True
"[2019, 2020, 2021]",2022,0,Mon,46,23:00,0.4,0.2,60,0,368,1840,183,6.5683,54,265.1,4.9093,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,46,23:00,0.4,0.2,60,0,368,1840,237,6.1903,80,544.8,6.81,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,46,23:00,0.4,0.2,60,0,368,1840,317,6.3467,78,699.4,8.9667,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,46,23:00,0.4,0.2,60,0,364,1820,395,6.8752,79,560.5,7.0949,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,46,23:00,0.4,0.2,60,0,364,1820,474,6.9118,7,234.0,33.4286,True
[2019],2020,0,Mon,47,23:30,0.4,0.2,20,0,195,975,15,11.92,82,552.4,6.7366,True
"[2019, 2020]",2021,0,Mon,47,23:30,0.4,0.2,30,60,226,1130,75,16.0147,78,622.8,7.9846,True
"[2019, 2020, 2021]",2022,0,Mon,47,23:30,0.4,0.2,40,60,224,1120,141,11.9879,66,-1195.8,-18.1182,False
"[2019, 2020, 2021, 2022]",2023,0,Mon,47,23:30,0.4,0.2,60,0,218,1090,175,7.1806,57,515.3,9.0404,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,47,23:30,0.4,0.2,60,0,218,1090,232,7.6375,86,528.7,6.1477,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,47,23:30,0.4,0.2,50,0,224,1120,342,7.5737,46,-145.5,-3.163,False
[2019],2020,1,Tue,0,00:00,0.4,0.2,0,0,120,600,39,3.2077,243,1479.2,6.0872,True
"[2019, 2020]",2021,1,Tue,0,00:00,0.4,0.2,0,0,119,595,282,5.7167,277,2059.6,7.4354,True
"[2019, 2020, 2021]",2022,1,Tue,0,00:00,0.4,0.2,0,0,120,600,559,6.5778,222,1576.5,7.1014,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,0,00:00,0.4,0.2,0,0,155,775,781,6.8851,234,2948.9,12.6021,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,0,00:00,0.4,0.2,0,0,168,840,1015,8.248,219,1508.3,6.8872,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,0,00:00,0.4,0.2,0,0,203,1015,1234,8.0135,207,1569.0,7.5797,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,0,00:00,0.4,0.2,0,0,168,840,1441,7.9857,30,142.9,4.7633,True
[2019],2020,1,Tue,1,00:30,0.4,0.2,35,45,224,1120,15,5.4267,79,-58.3,-0.738,False
"[2019, 2020]",2021,1,Tue,1,00:30,0.4,0.2,25,0,214,1070,113,4.7752,90,639.0,7.1,True
"[2019, 2020, 2021]",2022,1,Tue,1,00:30,0.4,0.2,25,0,214,1070,203,5.8059,102,229.3,2.248,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,1,00:30,0.4,0.2,60,0,214,1070,208,5.613,71,418.8,5.8986,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,1,00:30,0.4,0.2,60,0,214,1070,279,5.6857,60,631.1,10.5183,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,1,00:30,0.4,0.2,60,0,465,2325,339,6.959,70,58.6,0.8371,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,1,00:30,0.4,0.2,60,0,465,2325,409,5.9112,7,153.3,21.9,True
[2019],2020,1,Tue,2,01:00,0.4,0.2,5,0,21,105,34,4.2118,125,603.6,4.8288,True
"[2019, 2020]",2021,1,Tue,2,01:00,0.4,0.2,5,0,559,2795,159,8.3736,157,591.7,3.7688,True
"[2019, 2020, 2021]",2022,1,Tue,2,01:00,0.4,0.2,0,0,560,2800,334,6.3111,134,812.2,6.0612,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,2,01:00,0.4,0.2,0,0,560,2800,468,6.2395,186,1946.0,10.4624,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,2,01:00,0.4,0.2,0,0,560,2800,654,7.4405,162,1918.3,11.8414,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,2,01:00,0.4,0.2,0,0,560,2800,816,8.3142,136,706.6,5.1956,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,2,01:00,0.4,0.2,0,0,560,2800,952,7.8687,11,168.2,15.2909,True
[2019],2020,1,Tue,3,01:30,0.4,0.2,30,0,95,475,19,2.6105,88,153.3,1.742,True
"[2019, 2020]",2021,1,Tue,3,01:30,0.4,0.2,0,0,125,625,159,5.8484,126,758.3,6.0183,True
"[2019, 2020, 2021]",2022,1,Tue,3,01:30,0.4,0.2,0,0,161,805,285,6.5396,145,957.1,6.6007,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,3,01:30,0.4,0.2,0,0,410,2050,430,6.903,138,1111.2,8.0522,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,3,01:30,0.4,0.2,0,0,410,2050,568,7.1822,176,1458.0,8.2841,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,3,01:30,0.4,0.2,0,0,410,2050,744,7.4429,110,1168.9,10.6264,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,3,01:30,0.4,0.2,0,0,410,2050,854,7.8529,20,224.7,11.235,True
[2019],2020,1,Tue,4,02:00,0.4,0.2,50,5,83,415,16,12.4125,76,0.2,0.0026,True
"[2019, 2020]",2021,1,Tue,4,02:00,0.4,0.2,0,45,121,605,165,4.4352,111,6.0,0.0541,True
"[2019, 2020, 2021]",2022,1,Tue,4,02:00,0.4,0.2,0,15,89,445,276,3.1757,142,185.4,1.3056,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,4,02:00,0.4,0.2,0,0,179,895,418,3.8766,148,1802.4,12.1784,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,4,02:00,0.4,0.2,0,0,153,765,566,6.074,141,802.9,5.6943,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,4,02:00,0.4,0.2,0,0,180,900,707,6.11,154,1780.3,11.5604,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,4,02:00,0.4,0.2,0,0,183,915,861,7.1137,13,80.3,6.1769,True
[2019],2020,1,Tue,5,02:30,0.4,0.2,5,25,78,390,15,7.22,67,163.9,2.4463,True
"[2019, 2020]",2021,1,Tue,5,02:30,0.4,0.2,50,60,526,2630,53,10.017,53,168.6,3.1811,True
"[2019, 2020, 2021]",2022,1,Tue,5,02:30,0.4,0.2,45,0,169,845,108,8.7,65,252.5,3.8846,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,5,02:30,0.4,0.2,60,0,157,785,150,7.132,59,55.0,0.9322,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,5,02:30,0.4,0.2,60,0,155,775,209,5.3861,56,263.2,4.7,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,5,02:30,0.4,0.2,35,0,160,800,324,5.5873,74,7.7,0.1041,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,5,02:30,0.4,0.2,55,0,156,780,332,4.7199,4,32.3,8.075,True
[2019],2020,1,Tue,6,03:00,0.4,0.2,10,0,79,395,15,7.9733,108,483.1,4.4731,True
"[2019, 2020]",2021,1,Tue,6,03:00,0.4,0.2,60,0,255,1275,63,10.8937,66,430.6,6.5242,True
"[2019, 2020, 2021]",2022,1,Tue,6,03:00,0.4,0.2,60,0,253,1265,129,8.707,74,622.9,8.4176,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,6,03:00,0.4,0.2,0,0,169,845,386,10.1298,131,1022.6,7.8061,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,6,03:00,0.4,0.2,60,0,157,785,269,10.4892,68,82.4,1.2118,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,6,03:00,0.4,0.2,60,0,157,785,337,8.6172,87,730.0,8.3908,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,6,03:00,0.4,0.2,60,0,157,785,424,8.5708,6,359.1,59.85,True
"[2019, 2020]",2021,1,Tue,7,03:30,0.4,0.2,30,50,253,1265,84,10.0012,59,-45.3,-0.7678,False
"[2019, 2020, 2021]",2022,1,Tue,7,03:30,0.4,0.2,30,35,253,1265,143,6.0406,87,-459.4,-5.2805,False
"[2019, 2020, 2021, 2022]",2023,1,Tue,7,03:30,0.4,0.2,0,35,42,210,362,3.1243,106,272.0,2.566,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,7,03:30,0.4,0.2,30,30,251,1255,304,5.0115,57,296.0,5.193,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,7,03:30,0.4,0.2,30,30,251,1255,361,5.0402,59,171.0,2.8983,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,7,03:30,0.4,0.2,30,15,251,1255,420,4.7902,7,-35.6,-5.0857,False
[2019],2020,1,Tue,8,04:00,0.4,0.2,40,0,102,510,15,1.0333,121,621.0,5.1322,True
"[2019, 2020]",2021,1,Tue,8,04:00,0.4,0.2,50,60,125,625,119,12.4353,106,609.9,5.7538,True
"[2019, 2020, 2021]",2022,1,Tue,8,04:00,0.4,0.2,0,60,84,420,358,10.7209,180,2366.0,13.1444,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,8,04:00,0.4,0.2,0,60,87,435,538,11.658,163,2258.1,13.8534,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,8,04:00,0.4,0.2,0,60,87,435,701,12.1685,162,841.5,5.1944,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,8,04:00,0.4,0.2,0,60,87,435,863,10.8593,163,1940.5,11.9049,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,8,04:00,0.4,0.2,0,60,83,415,1026,11.0993,7,-57.0,-8.1429,False
[2019],2020,1,Tue,9,04:30,0.4,0.2,30,60,98,490,15,13.9333,73,923.8,12.6548,True
"[2019, 2020]",2021,1,Tue,9,04:30,0.4,0.2,50,0,238,1190,67,20.2403,84,-94.9,-1.1298,False
"[2019, 2020, 2021]",2022,1,Tue,9,04:30,0.4,0.2,45,50,239,1195,156,10.5609,105,162.0,1.5429,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,9,04:30,0.4,0.2,30,60,100,500,301,8.6296,72,401.0,5.5694,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,9,04:30,0.4,0.2,60,0,236,1180,297,8.501,51,422.1,8.2765,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,9,04:30,0.4,0.2,50,0,238,1190,370,8.5957,70,642.8,9.1829,True
[2019],2020,1,Tue,10,05:00,0.4,0.2,50,0,243,1215,16,7.8812,91,1049.6,11.5341,True
"[2019, 2020]",2021,1,Tue,10,05:00,0.4,0.2,60,0,406,2030,97,12.9216,60,274.7,4.5783,True
"[2019, 2020, 2021]",2022,1,Tue,10,05:00,0.4,0.2,60,0,406,2030,157,9.7331,75,460.2,6.136,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,10,05:00,0.4,0.2,60,0,406,2030,232,8.5703,77,515.6,6.6961,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,10,05:00,0.4,0.2,60,0,406,2030,309,8.1032,71,438.1,6.1704,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,10,05:00,0.4,0.2,60,0,406,2030,380,7.7421,81,106.2,1.3111,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,10,05:00,0.4,0.2,0,0,225,1125,866,6.9387,10,-3.3,-0.33,False
